Conference,Year,IEEE XPLORE Article Number,"Panel, Keynote, Captstone, Demo, Poster, ...","Paper type: C=conference paper, T = TVCG journal paper, M=miscellaneous (capstone, keynote, VAST challenge, panel, poster, ...)",IEEE Xplore Number Guessed,Deduped author names,References,
Vis,2006,4015463,,T,,"Mehta, K.;Jankun-Kelly, T.J.",4015482;4015498;663894;1372231;5613500;964507,
Vis,2006,4015499,,T,,"Kindlmann, G.;Westin, C.-F.",1372187;745294;1372188;1183797;485141;809905;1250379,
Vis,2006,4015495,,T,,"Castanie, L.;Mion, C.;Cavin, X.;Levy, B.",1532794;663888;1532785;1532802,
Vis,2006,4015471,,T,,Guangfeng Ji;Han-Wei Shen,1250414;567807;809893;1249004;1532834;1532857;1532833;1183785;1250402,
Vis,2006,4015472,,T,,"Kersten, M.A.;Stewart, A.J.;Troje, N.;Ellis, R.",,
Vis,2006,4015467,,T,,"Bruckner, S.;Groller, E.",1250400;1532783;1532856;1532807;1250384;559215;1372221;1532817,
Vis,2006,4015500,,T,,"Entezari, A.;MÃ¶ller, T.",346331;398851;1532811;1372174;663848,
Vis,2006,4015488,,T,,"Lindstrom, P.;Isenburg, M.",809867;885711;1183768;568138,
Vis,2006,4015466,,T,,"Correa, C.;Silver, D.;Chen, M.",1250400;885694,
Vis,2006,4015454,,T,,"Duke, D.;Wallace, M.;Borgo, R.;Runciman, C.",346311;809864;398880;809891;1532800;663888,
Vis,2006,4015441,,T,,"Ljung, P.;Winskog, C.;Persson, A.;Lundstrom, C.;Ynnerman, A.",1183757;1250384;1532794;1250391;1532799;809908,
Vis,2006,4015460,,T,,"Salama, C.R.;Keller, M.;Kohlmann, P.",1250384;1250413;1183764;745319;964519;1250412;568112;663875,
Vis,2006,4015483,,T,,"Schreiner, J.;Scheidegger, C.E.;Silva, C.T.",175782;885705;663930;1250414;1372230,
Vis,2006,4015465,,T,,"Wei Qiao;McLennan, M.;Kennell, R.;Ebert, D.S.;Klimeck, G.",1183758;1250377;1532795;235211;1532811;1250361;885683;1532794;1532793;346315;885689,
Vis,2006,4015480,,T,,"Merhof, D.;Sonntag, M.;Enders, F.;Nimsky, C.;Hastreiter, P.;Greiner, G.",1532859;1532772;1183799;1532773;1532778;567777;1532779;1372220,
Vis,2006,4015449,,T,,"Viola, I.;Feixas, M.;Sbert, M.;Groller, E.",1532856;1532834;963286;1532833,
Vis,2006,4015491,,T,,"Zhang, H.;Kaufman, A.",745713;1372228;568121;1372230;745300,
Vis,2006,4015486,,T,,"Zhou, Y.;Garland, M.",1250406;1532796;1532776;1532809;1250404;1183757;1183771;1372224;1250390;809867;1372181;1250384;885683;1183778;1532808;1250389;480790;1372226;1532801,
Vis,2006,4015476,,T,,"Miller, J.;Quammen, C.W.;Fleenor, M.C.",235181;1183824;1250404,
Vis,2006,4015493,,T,,"Shi, Q.;JaJa, J.",745713;175780;745299;568121;809910;1183810;745298;809879;1372230;745300;1250373,
Vis,2006,4015443,,T,,"Zhao, L.;Botha, C.P.;Bescos, J.O.;Truyen, R.;Vos, F.M.;Post, F.H.",1532832;885690;1183789;480795,
Vis,2006,4015461,,T,,Chaoli Wang;Han-Wei Shen,809871;809908;964519;480812;1532781;1532833;963283;1532834;1183757;663869;1183791;235230;663875,
Vis,2006,4015484,,T,,"Yoon, S.-E.;Lindstrom, P.",1372189;1250408;964533;568125;1532800;1183794,
Vis,2006,4015446,,T,,"Woodring, J.;Han-Wei Shen",398869;1532856;1372194;885694;1250402;235222,
Vis,2006,4015447,,T,,"Sauber, N.;Theisel, H.;Seidel, H.-P.",809865;1372207;1372239;809905;1250362,
Vis,2006,4015475,,T,,"Takahashi, S.;Yoshida, K.;Nishita, T.;Shimada, K.",636786;1532818,
Vis,2006,4015490,,T,,"Carr, H.;Duffy, B.;Denby, B.",346334;964519;346331;175782;964515;964516;663875,
Vis,2006,4015485,,T,,"Minsu Ahn;Guskov, I.;Seungyong Lee",964541_08;1250408;1532800;745282;964532,
Vis,2006,4015444,,T,,"Novotny, M.;Hauser, H.",636793;809866;1173156;567800;1532138;146402,
Vis,2006,4015496,,T,,"Callahan, S.P.;Bavoil, L.;Pascucci, V.;Silva, C.T.",1532796;745713;1250390;1372227;1532793,
Vis,2006,4015442,,T,,"Ritter, F.;Hansen, C.;Dicken, V.;Konrad, O.;Preim, B.;Peitgen, H.-O.",1532782;1532859;1250394;1532835;964538;1249022;1532855,
Vis,2006,4015497,,T,,"Li, W.-C.;Vallet, B.;Ray, N.;Levy, B.",1532776;346313;1250363;1532842;809892;809897;5613473;885716;1250364,
Vis,2006,4015448,,T,,"Youngmin Kim;Varshney, A.",1250414;1250412;885694;1183777;1372209;885696,
Vis,2006,4015494,,T,,"Glatter, M.;Mollenhour, C.;Huang, J.;Gao, J.",1532792;1532794;809910;568121;1250412;964519;745311;885698,
Vis,2006,4015458,,T,,"Li, Y.;Chi-Wing Fu;Hanson, A.J.",,
Vis,2006,4015474,,T,,"Acevedo, D.;Laidlaw, D.H.",5290732;636792;885092,
Vis,2006,4015482,,T,,"Jankun-Kelly, T.J.;Ketan Mehta",4015463;1532770;1532773;4015498,
Vis,2006,4015498,,T,,"Slavin, V.A.;Pelcovits, R.;Loriot, G.;Callan-Jones, A.;Laidlaw, D.H.",745294;1372231,
Vis,2006,4015473,,T,,"Bair, A.;House, D.;Ware, C.",1532782;1249022,
Vis,2006,4015464,,T,,"Laney, D.;Bremer, P.-T.;Mascarenhas, A.;Miller, P.;Pascucci, V.",1250376;1183772;1532842;885716;1372235;1250408;1372214;809907;745288;1532839,
Vis,2006,4015492,,T,,"Waters, K.W.;Co, C.S.;Joy, K.I.",568121;745298;1372230;1372228;663895;809879,
Vis,2006,4015459,,T,,"Sreng, J.;Lecuyer, A.;Megard, C.;Andriot, C.",964526;885692,
Vis,2006,4015469,,T,,"Chen, M.;Hashim, R.R.;Botchen, R.P.;Weiskopf, D.;Ertl, T.;Thornton, I.M.",1250401;175792;480819,
Vis,2006,4015489,,T,,"de Leeuw, W.;Verschure, P.J.;van Liere, R.",745319;146378;885735;885678;1532788;568136,
Vis,2006,4015478,,T,,"Melek, Z.;Mayerich, D.;Yuksel, C.;Keyser, J.",1532859;1250399;1532780,
Vis,2006,4015451,,T,,"Sadlo, F.;Peikert, R.;Sick, M.",567807;809896;1372195,
Vis,2006,4015452,,T,,"Jankun-Kelly, M.;Jiang, M.;Thompson, D.;Machiraju, R.",663894;1183789;1532830;745296;745288;809896,
VAST,2006,4035741,,C,,"Card, S.K.;Suh, B.;Pendleton, B.A.;Heer, J.;Bodnar, J.W.",1249010;175815,
VAST,2006,4035742,,C,,"Mehta, S.;Parthasarathy, S.;Machiraju, R.",1183789,
VAST,2006,4035743,,C,,"Theron, R.",,
VAST,2006,4035744,,C,,"Proulx, P.;Tandon, S.;Bodnar, A.;Schroh, D.;Harper, R.;Wright, W.",1382887,
VAST,2006,4035745,,C,,"Weaver, C.;Fyfe, D.;Robinson, A.;Holdsworth, D.;Peuquet, D.;MacEachren, A.M.",1382904;1173155;1382905,
VAST,2006,4035746,,C,,"Bilgic, M.;Licamele, L.;Getoor, L.;Shneiderman, B.",,
VAST,2006,4035747,,C,,"Gotz, D.;Zhou, M.X.;Aggarwal, V.",1532146;1532136;963287;559210,
VAST,2006,4035748,,C,,"Chen, C.;Ibekwe-SanJuan, F.;SanJuan, E.;Weaver, C.",1173155,
VAST,2006,4035749,,C,,"Pak Chung Wong;Chin, G.;Foote, H.;Mackey, P.;Thomas, J.",1249014;1532131,
VAST,2006,4035750,,C,,"Hangzai Luo;Jianping Fan;Jing Yang;Ribarsky, W.;Satoh, S.",729555;1249019;175815,
VAST,2006,4035751,,C,,"Pattath, A.;Bue, B.;Yun Jang;Ebert, D.S.;Xuan Zhong;Aulf, A.;Coyle, E.",1382887;964541_07;1532135;1532131;885097,
VAST,2006,4035752,,C,,"Hyunmo Kang;Plaisant, C.;Bongshin Lee;Bederson, B.B.",1382886;559210;1532136,
VAST,2006,4035753,,C,,Weichao Wang;Aidong Lu,567787;1532819;1173161;1382891,
VAST,2006,4035754,,C,,"Ling Xiao;Gerth, J.;Hanrahan, P.",559226,
VAST,2006,4035755,,C,,"Bethel, E.W.;Campbell, S.;Dart, E.;Stockinger, K.;Kesheng Wu",809930;1532792,
VAST,2006,4035756,,C,,"Keim, D.A.;Mansmann, F.;Schneidewind, J.;Schreck, T.",885091;729567,
VAST,2006,4035757,,C,,"Brennan, S.E.;Mueller, K.;Zelinsky, G.;Ramakrishnan, I.;Warren, D.S.;Kaufman, A.",,
VAST,2006,4035758,,C,,"Keel, P.E.",,
VAST,2006,4035759,,C,,"Scholtz, J.",146375;1382902;636794,
VAST,2006,4035760,,C,,"Eick, S.G.;Mauger, J.;Ratner, A.",,
VAST,2006,4035761,,C,,"Chi, E.H.;Lichan Hong;Heiser, J.;Card, S.K.",,
VAST,2006,4035762,,C,,"Fails, J.A.;Karlson, A.;Shahamat, L.;Shneiderman, B.",963273,
VAST,2006,4035763,,C,,"Sifer, M.",1173157;1532139,
VAST,2006,4035764,,C,,"Xie Zaixian;Huang Shiping;Ward, M.O.;Rundensteiner, E.A.",885679;1173145;485139;1382902,
VAST,2006,4035765,,C,,"Jing Yang;Jianping Fan;Hubball, D.;Yuli Gao;Hangzai Luo;Ribarsky, W.;Ward, M.O.",801855;528686;1249009;485140;1382893,
VAST,2006,4035766,,C,,"Schneidewind, J.;Sips, M.;Keim, D.A.",1532145;1532142;1532782;1532781;885092,
VAST,2006,4035768,X,M,,"Grinstein, G.;O'Connell, T.;Laskowski, S.;Plaisant, C.;Scholtz, J.;Whiting, M.",,
InfoVis,2006,4015416,,T,,"Abello, J.;van Ham, F.;Neeraj Krishnan",1382907;1532127;1382906;636718;1382909,
InfoVis,2006,4015419,,T,,"Perer, A.;Shneiderman, B.",1249011;1382909;1382886;4035752;636718;1382906;1532126,
InfoVis,2006,4015438,,T,,"Bottger, J.;Balzer, M.;Deussen, O.",636786;1532128;559214,
InfoVis,2006,4015429,,T,,"Been, K.;Daiches, E.;Yap, C.",,
InfoVis,2006,4015422,,T,,"Ellis, G.;Dix, A.",1372186;1532819;1382905;809866;1382895,
InfoVis,2006,4015432,,T,,"Smith, G.;Czerwinski, M.;Meyers, B.Robbins.;Robertson, G.;Tan, D.S.",729555;885086;1173156;528685;175815,
InfoVis,2006,4015425,,T,,"Holten, D.",1382886;1249008;1532150;1249030;1532129;636718;1173152,
InfoVis,2006,4015435,,T,,"Buring, T.;Gerken, J.;Reiterer, H.",1532130,
InfoVis,2006,4015417,,T,,"Henry, N.;Fekete, J.",1382905,
InfoVis,2006,4015421,,T,,"Cui, Q.;Ward, M.O.;Rundensteiner, E.A.;Jing Yang",1382900;1532819;1382895;485139;885088,
InfoVis,2006,4015420,,T,,"Heer, J.;Agrawala, M.",,
InfoVis,2006,4015424,,T,,"Shneiderman, B.;Aris, A.",1382886;1532124;1532126,
InfoVis,2006,4015434,,T,,"Archambault, D.;Munzner, T.;Auber, D.",636718,
InfoVis,2006,4015439,,T,,"Heer, J.;Agrawala, M.",729560;1173141;1249007;885086;1382904;1382905,
InfoVis,2006,4015428,,T,,"Mehler, A.;Bao, Y.;Li, X.;Wang, Y.;Skiena, S.",,
InfoVis,2006,4015437,,T,,"Yost, B.;North, C.",1173156,
InfoVis,2006,4015423,,T,,"Cortese, P.F.;Di Battista, G.;Moneta, A.;Patrignani, M.;Pizzonia, M.",1382908;963279;1173160,
InfoVis,2006,4015436,,T,,"Yost, B.;North, C.",801854;1173156,
InfoVis,2006,4015418,,T,,"Pretorius, A.J.;van Wijk, J.J.",1173153;1173155;175796;1183778;1249028,
InfoVis,2006,4015433,,T,,"Archambault, D.;Munzner, T.;Auber, D.",1382909;1382906,
InfoVis,2006,4015430,,T,,"Heine, C.;Scheuermann, G.;Flamm, C.;Hofacker, I.L.;Stadler, P.F.",1382908,
InfoVis,2006,4015426,,T,,"Panse, C.;Sips, M.;Keim, D.A.;North, S.C.",745303;1382888;1250410,
InfoVis,2006,4015431,,T,,"Vliegen, R.;van Wijk, J.J.;van der Linden, E.-J.",1532781;963290;175815;1532125;801859,
InfoVis,2006,4015427,,T,,"Dorling, D.;Barford, A.;Newman, M.",,
Vis,2005,1532770,,C,,"Zheng, X.;Pang, A.",663929;745291;346326;346326;1372188;745294;809886,
Vis,2005,1532795,,C,,"Childs, H.;Brugger, E.;Bonnell, K.;Meredith, J.;Miller, M.;Whitlock, B.;Max, N.",567746_1;146416;480821;175794;663895,
Vis,2005,1532834,,C,,"Takahashi, S.;Fujishiro, I.;Takeshima, Y.;Nishita, T.",480789;1372235;1183774;1532833;663875;1183785,
Vis,2005,1532846,,C,,"Konieczny, J.;Shimizu, C.;Meyer, G.;Colucci, D.",964508;1250351,
Vis,2005,1532787,,C,,"Allard, J.;Raffin, B.",480821;1183812,
Vis,2005,1532797,,C,,"Cignoni, P.;Ganovelli, F.;Gobbetti, E.;Marton, F.;Ponchio, F.;Scopigno, R.",663860;1183783;745282;567600;1183796;1372189,
Vis,2005,1532789,,C,,"Bekins, D.;Aliaga, D.",,
Vis,2005,1532785,,C,,"Cavin, X.;Mion, C.;Filbois, A.",,
Vis,2005,1532783,,C,,"Cornea, N.D.;Silver, D.;Min, P.",1372184;1372221;1183754;346327;809912;1250353;964517,
Vis,2005,1532817,,C,,"Correa, C.;Silver, D.",1250388;1183820;1183777;1250386;1372190;964517,
Vis,2005,1532828,,C,,"Linsen, L.;Locherbach, J.;Berth, M.;Bernhardt, J.;Becher, D.",663907,
Vis,2005,1532794,,C,,"Gao, J.;Huang, J.;Johnson, C.R.;Atchley, S.",1183758;1183757;809910;745300;1372191;1372192;809879,
Vis,2005,1532819,,C,,"Rafiei, D.",963282;1382906;1173148;1249011,
Vis,2005,1532779,,C,,"Moberts, B.;Vilanova, A.;van Wijk, J.J.",964549,
Vis,2005,1532826,,C,,"Wiley, D.F.;Amenta, N.;Alcantara, D.A.;Ghosh, D.;Kil, Y.J.;Delson, E.;Harcourt-Smith, W.;Rohlf, F.J.;St John, K.;Hamann, B.",,
Vis,2005,1532854,,C,,"Lu, A.;Ebert, D.S.",1372182;885694;1250386;809905,
Vis,2005,1532799,,C,,"Klein, T.;Strengert, M.;Stegmaier, S.;Ertl, T.",1183764;398852;964521;1250388;1183775;1250390;1183776;1250384;1372175,
Vis,2005,1532771,,C,,"Wilson, A.;Brannon, R.",745316;235193;1183799;346326;809894;885690;398849,
Vis,2005,1532842,,C,,"Weinkauf, T.;Theisel, H.;Kuangyu Shi;Hege, H.-C.;Seidel, H.-P.",809907;1183786;885714;175773;885716;964507;1250376,
Vis,2005,1532851,,C,,"Theisel, H.;Sahner, J.;Weinkauf, T.;Hege, H.-C.;Seidel, H.-P.",1372213;346327;809896;235211;398875;964506;745290;745296,
Vis,2005,1532837,,C,,"Tory, M.;Atkins, M.S.;Kirkpatrick, A.E.;Nicolaou, M.;Guang-Zhong Yang",1250396;663914,
Vis,2005,1532848,,C,,"Wiebel, A.;Scheuermann, G.",964541_04;485146;1372214;235211;398848;1372196;398850;1250372;568121;1372213,
Vis,2005,1532832,,C,,"Mebarki, A.;Alliez, P.;Devillers, O.",885690,
Vis,2005,1532778,,C,,"Blaas, J.;Botha, C.P.;Peters, B.;Vos, F.M.;Post, F.H.",809894;1372220,
Vis,2005,1532816,,C,,"Schlosser, G.;Hesser, J.;Zeilfelder, F.;Rossl, C.;Nurnberger, G.;Seidel, H.-P.;MÃ¤nner, R.",745713;964513;346331;146391,
Vis,2005,1532776,,C,,"Schroeder, W.J.;Bertel, F.;Malaterre, M.;Thompson, D.;Pebay, P.P.;O'Bara, R.;Saurabh Tendulkar",663886;1372199;175818;480821,
Vis,2005,1532827,,C,,"de Corral, J.;Pfister, H.",567600;745282;663860,
Vis,2005,1532815,,C,,"Laney, D.;Callahan, S.P.;Max, N.;Silva, C.T.;Langer, S.;Frank, R.",885683;1372176;1250390,
Vis,2005,1532812,,C,,"Xiaoru Yuan;Nguyen, M.Z.;Baoquan Chen;Porter, D.H.",636718;809908,
Vis,2005,1532805,,C,,"Vega-Higuera, F.;Hastreiter, P.;Fahlbusch, R.;Greiner, G.",1372181;663882;1250384;567608;1250404;964519;1250388;964490;809909;1250386,
Vis,2005,1532773,,C,,"Hlawitschka, M.;Scheuermann, G.",1372212;235193;885716;1183797;346326,
Vis,2005,1532772,,C,,"Mallo, O.;Peikert, R.;Sigg, C.;Sadlo, F.",1372186;1250378;1183797;567777;663912,
Vis,2005,1532858,,C,,"Svakhine, N.;Yun Jang;Ebert, D.S.;Gaither, K.",485141;398846;1250378;567777;663912;1250361;809905;885694;885689;1532857;885696;398877,
Vis,2005,1532857,,C,,"Joshi, A.;Rheingans, P.",964541_06;809910;346321;567807;809879;1532858;1183777;885694;1250386,
Vis,2005,1532855,,C,,"Fischer, J.;Bartz, D.;Strasser, W.",1183777;885694;1250387;885723;1372190,
Vis,2005,1532796,,C,,"Callahan, S.P.;Comba, J.L.D.;Shirley, P.;Silva, C.T.",1372227;809908;745283;1372176;1250390;1183778;745329;1183767;885711,
Vis,2005,1532821,,C,,"Matkovic, K.;Jelovic, M.;Juric, J.;Konyha, Z.;Gracanin, D.",636793;885739;146402,
Vis,2005,1532849,,C,,Shyh-Kuang Ueng;Sheng-Chuan Wang,1372225;964490;809916;1183823,
Vis,2005,1532825,,C,,"Anderson, J.C.;Bennett, J.C.;Joy, K.I.",346331;175782,
Vis,2005,1532804,,C,,"Hanson, A.J.;Hui Zhang",480804,
Vis,2005,1532782,,C,,"House, D.;Bair, A.;Ware, C.",5290732;568112;567784,
Vis,2005,1532786,,C,,"Bhaniramka, P.;Robert, P.C.D.;Eilemann, S.",809890,
Vis,2005,1532820,,C,,"Tzeng, F.-Y.;Kwan-Liu Ma",1173157;809866,
Vis,2005,1532830,,C,,"Stegmaier, S.;Rist, U.;Ertl, T.",146359;745297;346327;1372197;745288;745296,
Vis,2005,1532852,,C,,"Weiskopf, D.;Schramm, F.;Erlebacher, G.;Ertl, T.",1250377;1250363;1250361;885689;1250402;1250364,
Vis,2005,1532790,,C,,"Bertram, M.;Deines, E.;Mohring, J.;Jegorovs, J.;Hagen, H.",,
Vis,2005,1532810,,C,,"Csebfalvi, B.",1372173;1372174;964498;663848;346331;964499,
Vis,2005,1532847,,C,,"Mlejnek, M.;Ermest, P.;Vilanova, A.;van der Rijt, R.;van den Bosch, H.;Gerritsen, F.;Groller, E.",885733;398849;1183752;1372238,
Vis,2005,1532822,,C,,"Cheng, H.-L.;Shi, X.",1372233,
Vis,2005,1532792,,C,,"Stockinger, K.;Shalf, J.;Kesheng Wu;Bethel, E.W.",809864;1372194;745299;568121,
Vis,2005,1532824,,C,,"Wang, J.;Oliveira, M.M.;Kaufman, A.",964489;964528,
Vis,2005,1532803,,C,,"Magnor, M.;Hildebrand, K.;Lintu, A.;Hanson, A.J.",1250384;1372183,
Vis,2005,1532809,,C,,"Sadowsky, O.;Cohen, J.D.;Taylor, R.H.",885683;1372176,
Vis,2005,1532808,,C,,"Kraus, M.",885683;885694;346331,
Vis,2005,1532784,,C,,"Williams, J.L.;Hiromoto, R.E.",,
Vis,2005,1532807,,C,,"Kniss, J.;Van Uitert, R.;Stephens, A.;Li, G.-S.;Tasdizen, T.;Hansen, C.",1250386;745311;1372190;663875,
Vis,2005,1532831,,C,,"Xiangong Ye;Kao, D.;Pang, A.",885690;567777;885688;809865;175771;1250376,
Vis,2005,1532801,,C,,"Pajarola, R.",964489;885721;1183770;1250408;1532800;1183771,
Vis,2005,1532800,,C,,"Isenburg, M.;Lindstrom, P.",1173159;663895;964532;1250408,
Vis,2005,1532823,,C,,"Nilsson, O.;Breen, D.;Museth, K.",567812;1183773;745281;480820,
Vis,2005,1532806,,C,,"Huang, A.;Roy, D.;Franaszek, M.;Summers, R.M.",1183808;964540,
Vis,2005,1532853,,C,,"Botchen, R.P.;Weiskopf, D.;Ertl, T.",567784;885689;568116,
Vis,2005,1532780,,C,,"Kondratieva, P.;Kruger, J.;Westermann, R.",809886;1183799;235193;809894;745294,
Vis,2005,1532818,,C,,"Lujin Wang;Ye Zhao;Mueller, K.;Kaufman, A.",636786;559215;559214;964552;1250386;1250384;1372190;1250400;885697,
Vis,2005,1532829,,C,,"Marshburn, D.;Weigle, C.;Wilde, B.G.;Taylor, R.M.;Desai, K.;Fisher, J.K.;Cribb, J.;O'Brien, E.T.;Superfine, R.",663923;568110;568136,
Vis,2005,1532781,,C,,"van Wijk, J.J.",175815;1382885;964505;1250354;963285;801851,
Vis,2005,1532791,,C,,"Hall, M.;Betts, A.;Cox, D.;Pointer, D.;Kindratenko, V.",,
Vis,2005,1532841,,C,,"Zheng, X.;Parlett, B.;Pang, A.",1372212;809894;346326;1372196;1250376,
Vis,2005,1532839,,C,,"Gyulassy, A.;Vijay Natarajan",809907;885680;1372235;964507,
Vis,2005,1532840,,C,,"Garner, C.;Miao Jin;Xianfeng Gu;Hong Qin",1183795,
Vis,2005,1532836,,C,,"Velez, M.C.;Silver, D.;Tremaine, M.",1249022;1250396,
Vis,2005,1532833,,C,,"Bordoloi, U.D.;Han-Wei Shen",885694;1250386;1532834;964516,
Vis,2005,1532798,,C,,"Buchholz, H.;Dollner, J.",745322;1372200;885699,
Vis,2005,1532788,,C,,"Bavoil, L.;Callahan, S.P.;Crossno, P.;Freire, J.;Scheidegger, C.E.;Silva, C.T.;Vo, H.T.",745299;1382890;1372192;1183791,
Vis,2005,1532850,,C,,"Laramee, R.S.;Garth, C.;Doleisch, H.;Schneider, J.;Hauser, H.;Hagen, H.",809895;235211;663910;568137;1372214;1372196;745333;1183821;1250376;1183822;1372179;1372195,
Vis,2005,1532845,,C,,"Weiskopf, D.;Borchers, M.;Ertl, T.;Falk, M.;Fechtig, O.;Frank, R.;Grave, F.;King, A.;Kraus, U.;Muller, T.;Nollert, H.-P.;Mendez, I.R.;Ruder, H.;Schafhitzel, T.;Schar, S.;Zahn, C.;Zatloukal, M.",885709;885728;885694;1250366;1372183,
Vis,2005,1532843,,C,,"van Wijk, J.J.;Cohen, A.M.",,
Vis,2005,1532793,,C,,"Kaehler, R.;Prohaska, S.;Hutanu, A.;Hege, H.-C.",1183820;1372216;1183824,
Vis,2005,1532777,,C,,"Enders, F.;Sauber, N.;Merhof, D.;Hastreiter, P.;Nimsky, C.;Stamminger, M.",964524;809894;809886;964549;1372220;964519;175771,
Vis,2005,1532859,,C,,"Stoll, C.;Gumhold, S.;Seidel, H.-P.",1372186;567777;745317,
Vis,2005,1532838,,C,,"Huber, D.E.;Healey, C.",146373,
Vis,2005,1532835,,C,,"Weigle, C.;Taylor, R.M.",568118;568111;1249022;885723,
Vis,2005,1532774,,C,,"Neeman, A.;Jeremic, B.;Pang, A.",745294;809886,
Vis,2005,1532844,,C,,"Cantarella, J.;Piatek, M.;Rawdon, E.",,
Vis,2005,1532811,,C,,"Wei Qiao;Ebert, D.S.;Entezari, A.;Korkusinski, M.;Klimeck, G.",1250414;1372176;1372194;1372174;885683;964498,
Vis,2005,1532813,,C,,"Staubli, O.;Sigg, C.;Peikert, R.;Gubler, D.;Gross, M.",885683;1250390;398846;1372176;1250384;1250385,
Vis,2005,1532802,,C,,"Castanie, L.;Levy, B.;Bosquet, F.",1372239;663878;1532785;1250384;885683;809908;1183757;809889,
Vis,2005,1532856,,C,,"Bruckner, S.;Groller, E.",885694;1183777;1372208;1250384;1372190;1372209,
InfoVis,2005,1532145,,C,,"Wattenberg, M.",963283;1173152,
InfoVis,2005,1532123,,C,,"Zotti, G.;Groller, E.",,
InfoVis,2005,1532147,,C,,"Allendoerfer, K.;Aluker, S.;Panjwani, G.;Proctor, J.;Sturtz, D.;Vukovic, M.;Chen, C.",,
InfoVis,2005,1532132,,C,,"Kang Shi;Irani, P.;Li, B.",885091;1382899,
InfoVis,2005,1532141,,C,,"Fanea, E.;Carpendale, S.;Isenberg, T.",485139;1249024;1249008;1173157;1382893;1249015;1382895;1382894;809866;1173151;346302;663866;146402,
InfoVis,2005,1532146,,C,,"Zhen Wen;Zhou, M.X.;Aggarwal, V.",885091;885093;636718,
InfoVis,2005,1532122,,C,,"Wattenberg, M.",1382897;885098,
InfoVis,2005,1532130,,C,,"Dwyer, T.;Koren, Y.",,
InfoVis,2005,1532131,,C,,"Pak Chung Wong;Mackey, P.;Perrine, K.;Eagan, J.;Foote, H.;Thomas, J.",,
InfoVis,2005,1532129,,C,,"Shengdong Zhao;McGuffin, M.J.;Chignell, M.H.",885091;1173148,
InfoVis,2005,1532150,,C,,"Doantam Phan;Ling Xiao;Yeh, R.;Hanrahan, P.",528697;559226,
InfoVis,2005,1532142,,C,,"Wilkinson, L.;Anand, A.;Grossman, R.",1249006;1382892;1382895,
InfoVis,2005,1532135,,C,,"Brandes, U.;Fleischer, D.;Lerner, J.",,
InfoVis,2005,1532148,,C,,"Hao, M.C.;Dayal, U.;Keim, D.A.;Schreck, T.",801867;801851;485140;801860;885086,
InfoVis,2005,1532152,,C,,"Riehmann, P.;Hanfler, M.;Froehlich, B.",398870;559226,
InfoVis,2005,1532124,,C,,"McGuffin, M.J.;Balakrishnan, R.",1382899;636718;175815;1173148,
InfoVis,2005,1532136,,C,,"Amar, R.;Eagan, J.;Stasko, J.",146375;729560;885092;1382884;963289,
InfoVis,2005,1532140,,C,,"Chlan, E.B.;Rheingans, P.",528691;568111;809866;885677,
InfoVis,2005,1532139,,C,,"Bendix, F.;Kosara, R.;Hauser, H.",146386;146402;1249016;1173157,
InfoVis,2005,1532127,,C,,"Slack, J.;Hildebrand, K.;Munzner, T.",1173156;1382905,
InfoVis,2005,1532138,,C,,"Johansson, J.;Ljung, P.;Jern, M.;Cooper, M.",146402;809866;1382894,
InfoVis,2005,1532137,,C,,"Forsell, C.;Seipel, S.;Lind, M.",,
InfoVis,2005,1532149,,C,,"Poonam Shanbhag;Rheingans, P.;desJardins, M.",963273;963274,
InfoVis,2005,1532125,,C,,"Lommerse, G.;Nossin, F.;Voinea, L.;Telea, A.",801860;964541_09,
InfoVis,2005,1532153,X,M,,"Shneiderman, B.;Rao, R.;Andrews, K.;Ahlberg, C.;Brodbeck, D.;Jewitt, T.;Mackinlay, J.",,
InfoVis,2005,1532133,,C,,"Hetzler, E.;Crow, V.;Payne, D.A.;Turner, A.",963274;1173160;1249014;801853,
InfoVis,2005,1532144,,C,,"Saito, T.;Miyamura, H.N.;Yamamoto, M.;Saito, H.;Hoshiya, Y.;Kaseda, T.",,
InfoVis,2005,1532134,,C,,"Livnat, Y.;Agutter, J.;Shaun Moon;Foresti, S.",1250415,
InfoVis,2005,1532151,,C,,"Saraiya, P.;Lee, P.;North, C.",1382886;559226;1249009,
InfoVis,2005,1532143,,C,,"Weaver, C.",1173141;1382904;1382905;559213;636792;1173142;885092;1173163,
InfoVis,2005,1532126,,C,,"Heer, J.;Boyd, D.",1382886,
InfoVis,2005,1532128,,C,,"Balzer, M.;Deussen, O.",1382900;963283;175815;1372178;235217;801860,
Vis,2004,1372251,X,M,,"Bustos, B.;Keim, D.A.;Panse, C.;Schreck, T.",,
Vis,2004,1372220,,C,,"Akers, D.;Sherbondy, A.;Mackenzie, R.;Dougherty, R.;Wandell, B.",809894;809886;1183799,
Vis,2004,1372197,,C,,"Stegmaier, S.;Ertl, T.",1250361;745288;1250384;809934;745296,
Vis,2004,1372200,,C,,"Hwa, L.M.;Duchaineau, M.;Joy, K.I.",964533;663860;1183783;745282;745280;885699;480813;1250366,
Vis,2004,1372186,,C,,"Schussman, G.;Kwan-Liu Ma",,
Vis,2004,1372276,X,M,,"Sibley, P.G.;Taubin, G.",,
Vis,2004,1372202,,C,,"Gillet, A.;Sanner, M.;Stoffler, D.;Goodsell, D.;Olson, A.",,
